,mock,neg,Consensus.Lineage
Otu255,0,0,k__Bacteria
Otu112,0,0,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
Otu586,0,0,k__Bacteria
Otu114,0,0,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium
Otu265,0,0,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__Fluviicola; s__
Otu337,0,0,k__Bacteria
Otu691,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__; s__
Otu315,0,0,k__Bacteria
Otu446,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Lactobacillales; f__Carnobacteriaceae; g__Carnobacterium
Otu634,0,0,k__Bacteria; p__Proteobacteria
Otu755,0,0,k__Bacteria
Otu476,0,0,k__Bacteria
Otu623,0,0,k__Bacteria
Otu550,0,0,k__Bacteria
Otu237,0,0,k__Bacteria
Otu635,0,0,k__Bacteria
Otu638,0,0,k__Bacteria
Otu371,0,0,k__Bacteria
Otu711,0,0,k__Bacteria
Otu676,0,0,k__Bacteria; p__Proteobacteria
Otu545,0,0,k__Bacteria
Otu685,0,0,k__Bacteria; p__Bacteroidetes; c__[Saprospirae]; o__[Saprospirales]; f__Chitinophagaceae; g__; s__
Otu624,0,0,k__Bacteria
Otu667,0,0,k__Bacteria
Otu665,0,0,k__Bacteria
Otu718,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales
Otu768,0,0,k__Bacteria
Otu564,0,0,k__Bacteria
Otu311,0,0,k__Bacteria
Otu574,0,0,k__Bacteria; p__Proteobacteria
Otu688,0,0,k__Bacteria
Otu391,0,0,k__Bacteria
Otu637,0,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Spirosoma; s__
Otu514,0,0,k__Bacteria
Otu716,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales; f__Sphingomonadaceae; g__Sphingomonas; s__
Otu565,0,0,k__Bacteria
Otu672,0,0,k__Bacteria; p__Bacteroidetes
Otu90,0,0,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Cryomorphaceae; g__Fluviicola; s__
Otu402,0,0,k__Bacteria
Otu496,0,0,k__Bacteria; p__Firmicutes; c__Bacilli; o__Bacillales; f__Paenibacillaceae; g__Cohnella; s__
Otu769,0,0,k__Bacteria; p__Actinobacteria; c__Actinobacteria; o__Actinomycetales; f__; g__; s__
Otu432,0,0,k__Bacteria; p__Bacteroidetes; c__Flavobacteriia; o__Flavobacteriales; f__Flavobacteriaceae; g__Flavobacterium; s__
Otu472,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Sphingomonadales
Otu762,0,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales
Otu693,0,0,k__Bacteria; p__Acidobacteria; c__Acidobacteriia; o__Acidobacteriales; f__Acidobacteriaceae
Otu763,0,0,k__Bacteria
Otu567,0,0,k__Bacteria
Otu628,0,0,k__Bacteria; p__Proteobacteria
Otu520,0,0,k__Bacteria
Otu730,0,0,k__Bacteria
Otu540,0,0,k__Bacteria
Otu580,0,0,k__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__; g__; s__
Otu773,0,0,k__Bacteria; p__Bacteroidetes; c__Cytophagia; o__Cytophagales; f__Cytophagaceae; g__Spirosoma; s__
Otu556,0,0,k__Bacteria; p__Proteobacteria
Otu792,0,0,k__Bacteria
Otu686,0,0,k__Bacteria; p__Verrucomicrobia; c__[Spartobacteria]; o__[Chthoniobacterales]; f__[Chthoniobacteraceae]; g__; s__
Otu675,0,0,k__Bacteria; p__Acidobacteria; c__Acidobacteria-6; o__iii1-15; f__mb2424; g__; s__
Otu344,0,0,k__Bacteria; p__Proteobacteria
Otu579,0,0,k__Bacteria
Otu631,0,0,k__Bacteria
